,Basin,No. of Cycl,Time,V5,V6,Lat,Lon,Speed(knots),lat_tenth,lon_tenth,diff,total_1,total_2,sst_1,sst_2_past_1_month
10602,SP,11,2016-02-17 18:00:00, BEST,0, 172S, 1709W,90,17.2,170.9,42415 days 18:00:00,1017978.0,1017258.0,302.57032451088577,302.157493629611
10603,SP,11,2016-02-17 18:00:00, BEST,0, 172S, 1709W,90,17.2,170.9,42415 days 18:00:00,1017978.0,1017258.0,302.57032451088577,302.157493629611
10604,SP,11,2016-02-18 00:00:00, BEST,0, 171S, 1711W,100,17.1,171.1,42416 days 00:00:00,1017984.0,1017264.0,302.57032451088577,302.157493629611
10605,SP,11,2016-02-18 00:00:00, BEST,0, 171S, 1711W,100,17.1,171.1,42416 days 00:00:00,1017984.0,1017264.0,302.57032451088577,302.157493629611
10606,SP,11,2016-02-18 00:00:00, BEST,0, 171S, 1711W,100,17.1,171.1,42416 days 00:00:00,1017984.0,1017264.0,302.57032451088577,302.157493629611
10607,SP,11,2016-02-18 06:00:00, BEST,0, 171S, 1716W,100,17.1,171.6,42416 days 06:00:00,1017990.0,1017270.0,302.5818992084916,302.146776317013
10608,SP,11,2016-02-18 06:00:00, BEST,0, 171S, 1716W,100,17.1,171.6,42416 days 06:00:00,1017990.0,1017270.0,302.5818992084916,302.146776317013
10609,SP,11,2016-02-18 06:00:00, BEST,0, 171S, 1716W,100,17.1,171.6,42416 days 06:00:00,1017990.0,1017270.0,302.5818992084916,302.146776317013
10610,SP,11,2016-02-18 12:00:00, BEST,0, 172S, 1724W,105,17.2,172.4,42416 days 12:00:00,1017996.0,1017276.0,302.69936095456563,302.22994266277345
10611,SP,11,2016-02-18 12:00:00, BEST,0, 172S, 1724W,105,17.2,172.4,42416 days 12:00:00,1017996.0,1017276.0,302.69936095456563,302.22994266277345
10612,SP,11,2016-02-18 12:00:00, BEST,0, 172S, 1724W,105,17.2,172.4,42416 days 12:00:00,1017996.0,1017276.0,302.69936095456563,302.22994266277345
10613,SP,11,2016-02-18 18:00:00, BEST,0, 174S, 1734W,105,17.4,173.4,42416 days 18:00:00,1018002.0,1017282.0,302.7422302049576,302.24065997537144
10614,SP,11,2016-02-18 18:00:00, BEST,0, 174S, 1734W,105,17.4,173.4,42416 days 18:00:00,1018002.0,1017282.0,302.7422302049576,302.24065997537144
10615,SP,11,2016-02-18 18:00:00, BEST,0, 174S, 1734W,105,17.4,173.4,42416 days 18:00:00,1018002.0,1017282.0,302.7422302049576,302.24065997537144
10616,SP,11,2016-02-19 00:00:00, BEST,0, 175S, 1746W,110,17.5,174.6,42417 days 00:00:00,1018008.0,1017288.0,302.93085490668227,302.33540101873774
10617,SP,11,2016-02-19 00:00:00, BEST,0, 175S, 1746W,110,17.5,174.6,42417 days 00:00:00,1018008.0,1017288.0,302.93085490668227,302.33540101873774
10618,SP,11,2016-02-19 00:00:00, BEST,0, 175S, 1746W,110,17.5,174.6,42417 days 00:00:00,1018008.0,1017288.0,302.93085490668227,302.33540101873774
10619,SP,11,2016-02-19 06:00:00, BEST,0, 174S, 1759W,125,17.4,175.9,42417 days 06:00:00,1018014.0,1017294.0,302.873838803661,302.5060206352978
10620,SP,11,2016-02-19 06:00:00, BEST,0, 174S, 1759W,125,17.4,175.9,42417 days 06:00:00,1018014.0,1017294.0,302.873838803661,302.5060206352978
10621,SP,11,2016-02-19 06:00:00, BEST,0, 174S, 1759W,125,17.4,175.9,42417 days 06:00:00,1018014.0,1017294.0,302.873838803661,302.5060206352978
10622,SP,11,2016-02-19 12:00:00, BEST,0, 172S, 1775W,130,17.2,177.5,42417 days 12:00:00,1018020.0,1017300.0,302.8185374706553,302.3585504139494
10623,SP,11,2016-02-19 12:00:00, BEST,0, 172S, 1775W,130,17.2,177.5,42417 days 12:00:00,1018020.0,1017300.0,302.8185374706553,302.3585504139494
10624,SP,11,2016-02-19 12:00:00, BEST,0, 172S, 1775W,130,17.2,177.5,42417 days 12:00:00,1018020.0,1017300.0,302.8185374706553,302.3585504139494
10625,SP,11,2016-02-19 18:00:00, BEST,0, 171S, 1787W,140,17.1,178.7,42417 days 18:00:00,1018026.0,1017306.0,302.9454304518156,302.3242550136358
10626,SP,11,2016-02-19 18:00:00, BEST,0, 171S, 1787W,140,17.1,178.7,42417 days 18:00:00,1018026.0,1017306.0,302.9454304518156,302.3242550136358
10627,SP,11,2016-02-19 18:00:00, BEST,0, 171S, 1787W,140,17.1,178.7,42417 days 18:00:00,1018026.0,1017306.0,302.9454304518156,302.3242550136358
10628,SP,11,2016-02-20 00:00:00, BEST,0, 172S, 1800W,150,17.2,180.0,42418 days 00:00:00,1018032.0,1017312.0,302.76066398262617,302.5343143405565
10629,SP,11,2016-02-20 00:00:00, BEST,0, 172S, 1800W,150,17.2,180.0,42418 days 00:00:00,1018032.0,1017312.0,302.76066398262617,302.5343143405565
10630,SP,11,2016-02-20 00:00:00, BEST,0, 172S, 1800W,150,17.2,180.0,42418 days 00:00:00,1018032.0,1017312.0,302.76066398262617,302.5343143405565
10631,SP,11,2016-02-20 06:00:00, BEST,0, 174S, 1786E,155,17.4,178.6,42418 days 06:00:00,1018038.0,1017318.0,302.9265679816431,302.3109655460143
10632,SP,11,2016-02-20 06:00:00, BEST,0, 174S, 1786E,155,17.4,178.6,42418 days 06:00:00,1018038.0,1017318.0,302.9265679816431,302.3109655460143
10633,SP,11,2016-02-20 06:00:00, BEST,0, 174S, 1786E,155,17.4,178.6,42418 days 06:00:00,1018038.0,1017318.0,302.9265679816431,302.3109655460143
10634,SP,11,2016-02-20 12:00:00, BEST,0, 175S, 1769E,140,17.5,176.9,42418 days 12:00:00,1018044.0,1017324.0,302.85240417846495,302.4434315297255
10635,SP,11,2016-02-20 12:00:00, BEST,0, 175S, 1769E,140,17.5,176.9,42418 days 12:00:00,1018044.0,1017324.0,302.85240417846495,302.4434315297255
10636,SP,11,2016-02-20 12:00:00, BEST,0, 175S, 1769E,140,17.5,176.9,42418 days 12:00:00,1018044.0,1017324.0,302.85240417846495,302.4434315297255
10637,SP,11,2016-02-20 18:00:00, BEST,0, 174S, 1757E,125,17.4,175.7,42418 days 18:00:00,1018050.0,1017330.0,302.8614067210473,302.48844424263706
10638,SP,11,2016-02-20 18:00:00, BEST,0, 174S, 1757E,125,17.4,175.7,42418 days 18:00:00,1018050.0,1017330.0,302.8614067210473,302.48844424263706
10639,SP,11,2016-02-20 18:00:00, BEST,0, 174S, 1757E,125,17.4,175.7,42418 days 18:00:00,1018050.0,1017330.0,302.8614067210473,302.48844424263706
10640,SP,11,2016-02-21 00:00:00, BEST,0, 174S, 1747E,120,17.4,174.7,42419 days 00:00:00,1018056.0,1017336.0,302.9141358990294,302.3478331013514
10641,SP,11,2016-02-21 00:00:00, BEST,0, 174S, 1747E,120,17.4,174.7,42419 days 00:00:00,1018056.0,1017336.0,302.9141358990294,302.3478331013514
10642,SP,11,2016-02-21 00:00:00, BEST,0, 174S, 1747E,120,17.4,174.7,42419 days 00:00:00,1018056.0,1017336.0,302.9141358990294,302.3478331013514
10643,SP,11,2016-02-21 06:00:00, BEST,0, 175S, 1739E,120,17.5,173.9,42419 days 06:00:00,1018062.0,1017342.0,302.83311301578857,302.28824484330653
10644,SP,11,2016-02-21 06:00:00, BEST,0, 175S, 1739E,120,17.5,173.9,42419 days 06:00:00,1018062.0,1017342.0,302.83311301578857,302.28824484330653
10645,SP,11,2016-02-21 06:00:00, BEST,0, 175S, 1739E,120,17.5,173.9,42419 days 06:00:00,1018062.0,1017342.0,302.83311301578857,302.28824484330653
10646,SP,11,2016-02-21 12:00:00, BEST,0, 176S, 1732E,115,17.6,173.2,42419 days 12:00:00,1018068.0,1017348.0,302.707934804644,302.2620946005674
10647,SP,11,2016-02-21 12:00:00, BEST,0, 176S, 1732E,115,17.6,173.2,42419 days 12:00:00,1018068.0,1017348.0,302.707934804644,302.2620946005674
10648,SP,11,2016-02-21 12:00:00, BEST,0, 176S, 1732E,115,17.6,173.2,42419 days 12:00:00,1018068.0,1017348.0,302.707934804644,302.2620946005674
10649,SP,11,2016-02-21 18:00:00, BEST,0, 176S, 1728E,105,17.6,172.8,42419 days 18:00:00,1018074.0,1017354.0,302.718652117242,302.2650954480949
10650,SP,11,2016-02-21 18:00:00, BEST,0, 176S, 1728E,105,17.6,172.8,42419 days 18:00:00,1018074.0,1017354.0,302.718652117242,302.2650954480949
10651,SP,11,2016-02-21 18:00:00, BEST,0, 176S, 1728E,105,17.6,172.8,42419 days 18:00:00,1018074.0,1017354.0,302.718652117242,302.2650954480949
10652,SP,11,2016-02-22 00:00:00, BEST,0, 177S, 1725E,95,17.7,172.5,42420 days 00:00:00,1018080.0,1017360.0,302.69936095456563,302.22994266277345
10653,SP,11,2016-02-22 00:00:00, BEST,0, 177S, 1725E,95,17.7,172.5,42420 days 00:00:00,1018080.0,1017360.0,302.69936095456563,302.22994266277345
10654,SP,11,2016-02-22 00:00:00, BEST,0, 177S, 1725E,95,17.7,172.5,42420 days 00:00:00,1018080.0,1017360.0,302.69936095456563,302.22994266277345
10655,SP,11,2016-02-22 06:00:00, BEST,0, 179S, 1722E,90,17.9,172.2,42420 days 06:00:00,1018086.0,1017366.0,302.65906385919715,302.1917890299246
10656,SP,11,2016-02-22 06:00:00, BEST,0, 179S, 1722E,90,17.9,172.2,42420 days 06:00:00,1018086.0,1017366.0,302.65906385919715,302.1917890299246
10657,SP,11,2016-02-22 06:00:00, BEST,0, 179S, 1722E,90,17.9,172.2,42420 days 06:00:00,1018086.0,1017366.0,302.65906385919715,302.1917890299246
10658,SP,11,2016-02-22 12:00:00, BEST,0, 183S, 1722E,90,18.3,172.2,42420 days 12:00:00,1018092.0,1017372.0,302.65906385919715,302.1917890299246
10659,SP,11,2016-02-22 12:00:00, BEST,0, 183S, 1722E,90,18.3,172.2,42420 days 12:00:00,1018092.0,1017372.0,302.65906385919715,302.1917890299246
10660,SP,11,2016-02-22 12:00:00, BEST,0, 183S, 1722E,90,18.3,172.2,42420 days 12:00:00,1018092.0,1017372.0,302.65906385919715,302.1917890299246
10661,SP,11,2016-02-22 18:00:00, BEST,0, 186S, 1724E,85,18.6,172.4,42420 days 18:00:00,1018098.0,1017378.0,302.69936095456563,302.22994266277345
10662,SP,11,2016-02-22 18:00:00, BEST,0, 186S, 1724E,85,18.6,172.4,42420 days 18:00:00,1018098.0,1017378.0,302.69936095456563,302.22994266277345
10663,SP,11,2016-02-22 18:00:00, BEST,0, 186S, 1724E,85,18.6,172.4,42420 days 18:00:00,1018098.0,1017378.0,302.69936095456563,302.22994266277345
10664,SP,11,2016-02-23 00:00:00, BEST,0, 192S, 1728E,80,19.2,172.8,42421 days 00:00:00,1018104.0,1017384.0,302.718652117242,302.2650954480949
10665,SP,11,2016-02-23 00:00:00, BEST,0, 192S, 1728E,80,19.2,172.8,42421 days 00:00:00,1018104.0,1017384.0,302.718652117242,302.2650954480949
10666,SP,11,2016-02-23 00:00:00, BEST,0, 192S, 1728E,80,19.2,172.8,42421 days 00:00:00,1018104.0,1017384.0,302.718652117242,302.2650954480949
10667,SP,11,2016-02-23 06:00:00, BEST,0, 198S, 1732E,75,19.8,173.2,42421 days 06:00:00,1018110.0,1017390.0,302.707934804644,302.2620946005674
10668,SP,11,2016-02-23 06:00:00, BEST,0, 198S, 1732E,75,19.8,173.2,42421 days 06:00:00,1018110.0,1017390.0,302.707934804644,302.2620946005674
10669,SP,11,2016-02-23 06:00:00, BEST,0, 198S, 1732E,75,19.8,173.2,42421 days 06:00:00,1018110.0,1017390.0,302.707934804644,302.2620946005674
10670,SP,11,2016-02-23 12:00:00, BEST,0, 207S, 1738E,65,20.7,173.8,42421 days 12:00:00,1018116.0,1017396.0,302.7902437653966,302.2500912104577
10671,SP,11,2016-02-23 12:00:00, BEST,0, 207S, 1738E,65,20.7,173.8,42421 days 12:00:00,1018116.0,1017396.0,302.7902437653966,302.2500912104577
10672,SP,11,2016-02-23 18:00:00, BEST,0, 216S, 1741E,55,21.6,174.1,42421 days 18:00:00,1018122.0,1017402.0,302.83311301578857,302.28824484330653
10673,SP,11,2016-02-23 18:00:00, BEST,0, 216S, 1741E,55,21.6,174.1,42421 days 18:00:00,1018122.0,1017402.0,302.83311301578857,302.28824484330653
10674,SP,11,2016-02-24 00:00:00, BEST,0, 226S, 1743E,50,22.6,174.3,42422 days 00:00:00,1018128.0,1017408.0,302.9051333564471,302.3302567086907
10675,SP,11,2016-02-24 06:00:00, BEST,0, 235S, 1742E,45,23.5,174.2,42422 days 06:00:00,1018134.0,1017414.0,302.9051333564471,302.3302567086907
10676,SP,11,2016-02-24 12:00:00, BEST,0, 242S, 1734E,45,24.2,173.4,42422 days 12:00:00,1018140.0,1017420.0,302.7422302049576,302.24065997537144
10677,SP,11,2016-02-24 18:00:00, BEST,0, 246S, 1724E,40,24.6,172.4,42422 days 18:00:00,1018146.0,1017426.0,302.69936095456563,302.22994266277345
10678,SP,11,2016-02-25 00:00:00, BEST,0, 255S, 1713E,40,25.5,171.3,42423 days 00:00:00,1018152.0,1017432.0,302.5673236633583,302.16049447713846
10679,SP,11,2016-02-25 06:00:00, BEST,0, 264S, 1695E,40,26.4,169.5,42423 days 06:00:00,1018158.0,1017438.0,302.5643228158309,302.2308000477813
10680,SP,11,2016-02-25 12:00:00, BEST,0, 269S, 1676E,40,26.9,167.6,42423 days 12:00:00,1018164.0,1017444.0,302.6552056266619,302.3263984761554
10681,SP,11,2016-02-25 18:00:00, BEST,0, 273S, 1654E,40,27.3,165.4,42423 days 18:00:00,1018170.0,1017450.0,302.63848661900903,302.440859374702
10682,SP,11,2016-02-26 00:00:00, BEST,0, 274S, 1631E,40,27.4,163.1,42424 days 00:00:00,1018176.0,1017456.0,302.75380490256345,302.4562923048431
10683,SP,11,2016-02-26 06:00:00, BEST,0, 273S, 1615E,40,27.3,161.5,42424 days 06:00:00,1018182.0,1017462.0,302.6427735440482,302.46786700244894
10684,SP,11,2016-02-26 12:00:00, BEST,0, 268S, 1605E,35,26.8,160.5,42424 days 12:00:00,1018188.0,1017468.0,302.73922935743013,302.5304561080212
10685,SP,11,2016-02-26 18:00:00, BEST,0, 263S, 1598E,35,26.3,159.8,42424 days 18:00:00,1018194.0,1017474.0,302.76966652520844,302.55489158074465
10686,SP,11,2016-02-27 00:00:00, BEST,0, 258S, 1591E,30,25.8,159.1,42425 days 00:00:00,1018200.0,1017480.0,302.8056766955377,302.5930452135935
10687,SP,11,2016-02-27 06:00:00, BEST,0, 252S, 1585E,30,25.2,158.5,42425 days 06:00:00,1018206.0,1017486.0,302.8116783905926,302.63291361645804
10688,SP,11,2016-02-27 12:00:00, BEST,0, 244S, 1581E,25,24.4,158.1,42425 days 12:00:00,1018212.0,1017492.0,302.8116783905926,302.63205623145024
10689,SP,11,2016-02-27 18:00:00, BEST,0, 239S, 1576E,25,23.9,157.6,42425 days 18:00:00,1018218.0,1017498.0,302.83011216826117,302.6479178540952
10690,SP,11,2016-02-28 00:00:00, BEST,0, 236S, 1570E,25,23.6,157.0,42426 days 00:00:00,1018224.0,1017504.0,302.86826580111,302.71993819475375
10691,SP,11,2016-02-28 06:00:00, BEST,0, 230S, 1568E,25,23.0,156.8,42426 days 06:00:00,1018230.0,1017510.0,302.86826580111,302.723796427289
10692,SP,11,2016-02-28 12:00:00, BEST,0, 225S, 1563E,20,22.5,156.3,42426 days 12:00:00,1018236.0,1017516.0,302.81339316060826,302.7259398898086
10693,SP,12,2016-02-09 00:00:00, BEST,0, 161S, 1552E,20,16.1,155.2,42407 days 00:00:00,1017768.0,1017048.0,302.6359144639855,302.8957021213609
10694,SP,12,2016-02-09 06:00:00, BEST,0, 162S, 1549E,25,16.2,154.9,42407 days 06:00:00,1017774.0,1017054.0,302.63505707897764,302.9085628964785
10695,SP,12,2016-02-09 12:00:00, BEST,0, 161S, 1544E,30,16.1,154.4,42407 days 12:00:00,1017780.0,1017060.0,302.68950102697545,302.959148611941
10696,SP,12,2016-02-09 18:00:00, BEST,0, 160S, 1546E,30,16.0,154.6,42407 days 18:00:00,1017786.0,1017066.0,302.68950102697545,302.959148611941
10697,SP,12,2016-02-10 00:00:00, BEST,0, 160S, 1548E,30,16.0,154.8,42408 days 00:00:00,1017792.0,1017072.0,302.66034993670894,302.93599921672933
10698,SP,12,2016-02-10 06:00:00, BEST,0, 160S, 1556E,30,16.0,155.6,42408 days 06:00:00,1017798.0,1017078.0,302.6449170065678,302.905562048951
10699,SP,12,2016-02-10 12:00:00, BEST,0, 162S, 1563E,35,16.2,156.3,42408 days 12:00:00,1017804.0,1017084.0,302.7259398898086,302.9184228240686
10700,SP,12,2016-02-10 18:00:00, BEST,0, 166S, 1569E,35,16.6,156.9,42408 days 18:00:00,1017810.0,1017090.0,302.71993819475375,302.8313982457729
10701,SP,12,2016-02-11 00:00:00, BEST,0, 168S, 1573E,40,16.8,157.3,42409 days 00:00:00,1017816.0,1017096.0,302.6946453370225,302.81682270063965
10702,SP,12,2016-02-11 06:00:00, BEST,0, 169S, 1578E,45,16.9,157.8,42409 days 06:00:00,1017822.0,1017102.0,302.6260545363953,302.74137281994973
10703,SP,12,2016-02-11 12:00:00, BEST,0, 169S, 1583E,50,16.9,158.3,42409 days 12:00:00,1017828.0,1017108.0,302.6427735440482,302.71136434467536
10704,SP,12,2016-02-11 12:00:00, BEST,0, 169S, 1583E,50,16.9,158.3,42409 days 12:00:00,1017828.0,1017108.0,302.6427735440482,302.71136434467536
10705,SP,12,2016-02-11 18:00:00, BEST,0, 170S, 1588E,55,17.0,158.8,42409 days 18:00:00,1017834.0,1017114.0,302.6234823813718,302.7267972748165
10706,SP,12,2016-02-11 18:00:00, BEST,0, 170S, 1588E,55,17.0,158.8,42409 days 18:00:00,1017834.0,1017114.0,302.6234823813718,302.7267972748165
10707,SP,12,2016-02-12 00:00:00, BEST,0, 173S, 1593E,55,17.3,159.3,42410 days 00:00:00,1017840.0,1017120.0,302.5793270534681,302.75594836508304
10708,SP,12,2016-02-12 00:00:00, BEST,0, 173S, 1593E,55,17.3,159.3,42410 days 00:00:00,1017840.0,1017120.0,302.5793270534681,302.75594836508304
10709,SP,12,2016-02-12 06:00:00, BEST,0, 180S, 1598E,55,18.0,159.8,42410 days 06:00:00,1017846.0,1017126.0,302.55489158074465,302.7520901325477
10710,SP,12,2016-02-12 06:00:00, BEST,0, 180S, 1598E,55,18.0,159.8,42410 days 06:00:00,1017846.0,1017126.0,302.55489158074465,302.7520901325477
10711,SP,12,2016-02-12 12:00:00, BEST,0, 188S, 1601E,55,18.8,160.1,42410 days 12:00:00,1017852.0,1017132.0,302.5488898856898,302.76880914020063
10712,SP,12,2016-02-12 18:00:00, BEST,0, 198S, 1604E,50,19.8,160.4,42410 days 18:00:00,1017858.0,1017138.0,302.5304561080212,302.79324461292407
10713,SP,12,2016-02-13 00:00:00, BEST,0, 212S, 1604E,45,21.2,160.4,42411 days 00:00:00,1017864.0,1017144.0,302.5304561080212,302.79324461292407
10714,SP,12,2016-02-13 06:00:00, BEST,0, 226S, 1604E,45,22.6,160.4,42411 days 06:00:00,1017870.0,1017150.0,302.5304561080212,302.79324461292407
10715,SP,12,2016-02-13 12:00:00, BEST,0, 242S, 1603E,35,24.2,160.3,42411 days 12:00:00,1017876.0,1017156.0,302.53560041806827,302.782527300326
10716,SP,12,2016-02-13 18:00:00, BEST,0, 253S, 1598E,35,25.3,159.8,42411 days 18:00:00,1017882.0,1017162.0,302.55489158074465,302.7520901325477
10717,SP,14,2016-02-23 18:00:00, BEST,0, 155S, 1579W,25,15.5,157.9,42421 days 18:00:00,1018122.0,1017402.0,302.8116783905926,302.63205623145024
10718,SP,14,2016-02-24 00:00:00, BEST,0, 160S, 1573W,25,16.0,157.3,42422 days 00:00:00,1018128.0,1017408.0,302.8485459459297,302.6946453370225
10719,SP,14,2016-02-24 06:00:00, BEST,0, 167S, 1564W,30,16.7,156.4,42422 days 06:00:00,1018134.0,1017414.0,302.8554050259924,302.7259398898086
10720,SP,14,2016-02-24 12:00:00, BEST,0, 174S, 1560W,30,17.4,156.0,42422 days 12:00:00,1018140.0,1017420.0,302.7752395277594,302.7053626496205
10721,SP,14,2016-02-24 18:00:00, BEST,0, 180S, 1558W,30,18.0,155.8,42422 days 18:00:00,1018146.0,1017426.0,302.761521367634,302.6847854094323
10722,SP,14,2016-02-25 00:00:00, BEST,0, 187S, 1556W,35,18.7,155.6,42423 days 00:00:00,1018152.0,1017432.0,302.7726673727359,302.6449170065678
10723,SP,14,2016-02-25 06:00:00, BEST,0, 194S, 1552W,45,19.4,155.2,42423 days 06:00:00,1018158.0,1017438.0,302.8056766955377,302.6359144639855
10724,SP,14,2016-02-25 12:00:00, BEST,0, 202S, 1546W,50,20.2,154.6,42423 days 12:00:00,1018164.0,1017444.0,302.79495938293974,302.68950102697545
10725,SP,14,2016-02-25 18:00:00, BEST,0, 211S, 1540W,55,21.1,154.0,42423 days 18:00:00,1018170.0,1017450.0,302.81339316060826,302.7139364996989
10726,SP,14,2016-02-25 18:00:00, BEST,0, 211S, 1540W,55,21.1,154.0,42423 days 18:00:00,1018170.0,1017450.0,302.81339316060826,302.7139364996989
10727,SP,14,2016-02-26 00:00:00, BEST,0, 219S, 1529W,50,21.9,152.9,42424 days 00:00:00,1018176.0,1017456.0,302.8399720958513,302.5921878285857
10728,SP,14,2016-02-26 06:00:00, BEST,0, 227S, 1517W,45,22.7,151.7,42424 days 06:00:00,1018182.0,1017462.0,302.8866995787786,302.51373710036836
10729,SP,14,2016-02-26 12:00:00, BEST,0, 237S, 1505W,35,23.7,150.5,42424 days 12:00:00,1018188.0,1017468.0,302.9171367465569,302.6097642212464
10730,SP,14,2016-02-26 18:00:00, BEST,0, 246S, 1494W,30,24.6,149.4,42424 days 18:00:00,1018194.0,1017474.0,302.88198396123545,302.51373710036836
10731,SP,16,2016-03-14 18:00:00, BEST,0, 159S, 1370E,25,15.9,137.0,42441 days 18:00:00,1018602.0,1017882.0,301.9903035530823,301.9024215897787
10732,SP,16,2016-03-15 00:00:00, BEST,0, 159S, 1375E,25,15.9,137.5,42442 days 00:00:00,1018608.0,1017888.0,302.0957619090466,302.007879945743
10733,SP,16,2016-03-15 06:00:00, BEST,0, 159S, 1380E,30,15.9,138.0,42442 days 06:00:00,1018614.0,1017894.0,302.2012202650108,302.06360997125256
10734,SP,16,2016-03-15 12:00:00, BEST,0, 159S, 1388E,30,15.9,138.8,42442 days 12:00:00,1018620.0,1017900.0,302.2569502905204,302.1459189320052
10735,SP,16,2016-03-15 18:00:00, BEST,0, 160S, 1396E,35,16.0,139.6,42442 days 18:00:00,1018626.0,1017906.0,302.39070235174336,302.1917890299246
10736,SP,16,2016-03-16 00:00:00, BEST,0, 163S, 1402E,40,16.3,140.2,42443 days 00:00:00,1018632.0,1017912.0,302.4991615552351,302.22779920025386
10737,SP,16,2016-03-16 06:00:00, BEST,0, 167S, 1410E,40,16.7,141.0,42443 days 06:00:00,1018638.0,1017918.0,302.53988734310747,302.2608085230557
10738,SP,16,2016-03-16 12:00:00, BEST,0, 172S, 1420E,30,17.2,142.0,42443 days 12:00:00,1018644.0,1017924.0,302.7010757245813,302.2783849157164
10739,SP,16,2016-03-16 18:00:00, BEST,0, 174S, 1424E,30,17.4,142.4,42443 days 18:00:00,1018650.0,1017930.0,302.7490892850203,302.3546921814141
10740,SP,16,2016-03-17 00:00:00, BEST,0, 175S, 1425E,25,17.5,142.5,42444 days 00:00:00,1018656.0,1017936.0,303.1824974064832,302.7490892850203
10741,SP,16,2016-03-17 06:00:00, BEST,0, 176S, 1423E,20,17.6,142.3,42444 days 06:00:00,1018662.0,1017942.0,303.1987877216322,302.73451373988706
10742,SP,18,2016-04-04 06:00:00, BEST,0, 133S, 1620E,25,13.3,162.0,42462 days 06:00:00,1019094.0,1018374.0,302.7448023599811,302.69807487705384
10743,SP,18,2016-04-04 12:00:00, BEST,0, 135S, 1625E,25,13.5,162.5,42462 days 12:00:00,1019100.0,1018380.0,302.7057913421244,302.71479388470675
10744,SP,18,2016-04-04 18:00:00, BEST,0, 137S, 1630E,25,13.7,163.0,42462 days 18:00:00,1019106.0,1018386.0,302.6432022365521,302.75380490256345
10745,SP,18,2016-04-05 00:00:00, BEST,0, 141S, 1648E,40,14.1,164.8,42463 days 00:00:00,1019112.0,1018392.0,302.4009909718375,302.7010757245813
10746,SP,18,2016-04-05 06:00:00, BEST,0, 148S, 1666E,45,14.8,166.6,42463 days 06:00:00,1019118.0,1018398.0,302.3199680885966,302.62005284134045
10747,SP,18,2016-04-05 12:00:00, BEST,0, 155S, 1681E,55,15.5,168.1,42463 days 12:00:00,1019124.0,1018404.0,302.2925317683457,302.64834654659916
10748,SP,18,2016-04-05 12:00:00, BEST,0, 155S, 1681E,55,15.5,168.1,42463 days 12:00:00,1019124.0,1018404.0,302.2925317683457,302.64834654659916
10749,SP,18,2016-04-05 18:00:00, BEST,0, 166S, 1703E,65,16.6,170.3,42463 days 18:00:00,1019130.0,1018410.0,302.3739833440905,302.584900056019
10750,SP,18,2016-04-05 18:00:00, BEST,0, 166S, 1703E,65,16.6,170.3,42463 days 18:00:00,1019130.0,1018410.0,302.3739833440905,302.584900056019
10751,SP,18,2016-04-06 00:00:00, BEST,0, 177S, 1728E,90,17.7,172.8,42464 days 00:00:00,1019136.0,1018416.0,302.6033338336876,302.718652117242
10752,SP,18,2016-04-06 00:00:00, BEST,0, 177S, 1728E,90,17.7,172.8,42464 days 00:00:00,1019136.0,1018416.0,302.6033338336876,302.718652117242
10753,SP,18,2016-04-06 00:00:00, BEST,0, 177S, 1728E,90,17.7,172.8,42464 days 00:00:00,1019136.0,1018416.0,302.6033338336876,302.718652117242
10754,SP,18,2016-04-06 06:00:00, BEST,0, 187S, 1755E,60,18.7,175.5,42464 days 06:00:00,1019142.0,1018422.0,302.69507402952644,302.84940333093755
10755,SP,18,2016-04-06 06:00:00, BEST,0, 187S, 1755E,60,18.7,175.5,42464 days 06:00:00,1019142.0,1018422.0,302.69507402952644,302.84940333093755
10756,SP,18,2016-04-06 12:00:00, BEST,0, 196S, 1781E,40,19.6,178.1,42464 days 12:00:00,1019148.0,1018428.0,302.5827565934994,302.83011216826117
10757,SP,18,2016-04-06 18:00:00, BEST,0, 203S, 1792W,30,20.3,179.2,42464 days 18:00:00,1019154.0,1018434.0,302.5630367383191,302.9064194339589
10758,SP,20,2016-04-17 06:00:00, BEST,0, 170S, 1794W,25,17.0,179.4,42475 days 06:00:00,1019406.0,1018686.0,302.60247644867974,302.5360291105722
10759,SP,20,2016-04-17 12:00:00, BEST,0, 165S, 1784W,25,16.5,178.4,42475 days 12:00:00,1019412.0,1018692.0,302.63848661900903,302.5926165210896
10760,SP,20,2016-04-17 18:00:00, BEST,0, 162S, 1775W,30,16.2,177.5,42475 days 18:00:00,1019418.0,1018698.0,302.66806640177947,302.56818104836617
10761,SP,20,2016-04-18 00:00:00, BEST,0, 159S, 1768W,30,15.9,176.8,42476 days 00:00:00,1019424.0,1018704.0,302.71479388470675,302.55917850578385
10762,SP,20,2016-04-18 06:00:00, BEST,0, 155S, 1763W,30,15.5,176.3,42476 days 06:00:00,1019430.0,1018710.0,302.7726673727359,302.5806131309798
10763,SP,20,2016-04-18 12:00:00, BEST,0, 151S, 1760W,30,15.1,176.0,42476 days 12:00:00,1019436.0,1018716.0,302.7941019979319,302.6131937612777
10764,SP,20,2016-04-18 18:00:00, BEST,0, 146S, 1758W,30,14.6,175.8,42476 days 18:00:00,1019442.0,1018722.0,302.8009610779946,302.6522047791344
10765,SP,20,2016-04-19 00:00:00, BEST,0, 143S, 1760W,30,14.3,176.0,42477 days 00:00:00,1019448.0,1018728.0,302.7941019979319,302.6131937612777
